Date of year,clients,previously_shoped,member,promotion,shop_competitor,prize_won,require_financing,got_a_TV,did_a purchase,promotions_used,LT_clients,prize_amount,amount_financing,amount_purchase,nb_electronics
2018-05-31,7609,0,0,0,1,1,1,0,1,3,10,0,20791.66667,1230,0
2018-08-31,7610,0,0,1,1,0,1,0,1,2,11,130.4861111,17083.33333,3110,0
2018-04-30,7611,0,0,0,1,1,0,0,1,2,12,0,0,1960,0
2018-05-31,7612,0,0,0,0,0,0,0,1,1,7,0,0,1960,1
2018-10-31,7613,0,0,0,0,1,0,1,1,2,22,0,0,1450,0
2018-04-30,7614,0,0,0,0,1,0,0,1,2,0,0,0,2570,0
2017-11-30,7615,0,0,1,0,0,0,0,1,1,8,162.2916667,0,3740,1
2018-02-28,7616,0,0,0,0,0,0,1,1,2,6,0,0,2210,0
2018-03-31,7617,0,0,0,0,1,0,0,0,1,15,0,0,,1
2018-07-31,7618,0,1,0,0,0,0,0,1,1,12,0,0,100,1
2018-01-31,7619,0,0,1,0,1,0,0,0,1,6,155.8333333,0,,1
2018-10-31,7620,0,0,1,0,0,0,0,1,1,7,158.75,0,1360,1
2018-09-30,7621,0,0,1,0,0,0,0,1,1,19,175.0694444,0,170,1
2018-02-28,7622,0,0,0,0,1,0,0,1,2,18,0,0,2310,0
2018-01-31,7623,0,0,0,1,1,0,0,1,2,18,0,0,2620,0
2017-11-30,7624,0,1,0,1,0,0,0,1,1,13,0,0,2050,1
2017-12-31,7625,0,0,0,1,0,0,0,1,1,11,0,0,2390,1
2018-07-31,7626,0,0,0,0,1,0,0,1,2,8,0,0,1950,0
2018-03-31,7627,0,0,0,1,0,0,0,1,4,1,0,0,2700,0
2018-09-30,7628,0,0,0,1,0,1,1,1,2,10,0,28750,390,0
2018-06-30,7629,0,0,0,0,0,0,0,1,1,14,0,0,2690,1
2018-01-31,7630,0,1,0,1,0,1,0,1,2,8,0,17458.33333,3290,0
2018-08-31,7631,0,0,0,0,1,0,0,1,2,13,0,0,2270,0
2018-05-31,7632,0,1,0,1,1,0,0,1,3,8,0,0,2320,0
2018-02-28,7633,0,0,1,0,1,0,0,1,2,8,85.06944444,0,2020,0
2018-05-31,7634,0,0,0,0,0,0,1,1,1,10,0,0,1100,1
2018-01-31,7635,0,1,0,0,1,1,0,0,2,11,0,32625,,0
2018-05-31,7636,0,0,0,1,1,0,0,1,2,1,0,0,1400,0
2017-11-30,7637,0,0,0,0,0,1,0,0,1,12,0,23625,,1
2017-11-30,7638,0,0,0,0,0,0,0,1,1,6,0,0,2140,1
2018-07-31,7639,0,1,0,1,1,0,0,1,2,0,0,0,2940,0
2018-02-28,7640,0,0,0,1,1,0,0,0,1,12,0,0,,1
2018-06-30,7641,0,0,0,1,1,0,0,1,2,5,0,0,2760,0
2018-06-30,7642,0,0,0,1,0,0,0,1,1,11,0,0,1970,1
2018-08-31,7643,0,0,1,0,0,1,0,1,3,13,132.0833333,11916.66667,3040,0
2018-08-31,7644,0,1,0,0,0,0,0,1,1,12,0,0,2460,1
2017-10-31,7645,0,1,1,1,0,0,0,1,1,5,124.7222222,0,1390,1
2018-08-31,7646,0,0,0,0,0,0,0,1,1,6,0,0,1610,1
2018-03-31,7647,1,1,0,1,1,0,0,1,3,6,0,0,2880,0
2018-06-30,7648,0,1,0,0,0,0,0,1,4,10,0,0,1840,0
2018-01-31,7649,0,0,0,0,0,0,0,1,1,7,0,0,2600,1
2018-01-31,7650,0,0,1,0,1,0,0,1,3,9,159.9305556,0,350,0
2018-04-30,7651,1,0,0,0,1,0,0,1,2,5,0,0,3380,0
2017-11-30,7652,0,0,1,0,1,0,0,1,2,10,136.875,0,1830,0
2018-10-31,7653,0,0,1,0,0,0,0,1,1,11,99.51388889,0,2300,1
2018-06-30,7654,0,1,0,0,0,0,0,1,1,9,0,0,2750,1
2017-10-31,7655,0,0,0,0,1,0,1,1,2,6,0,0,2020,0
2018-01-31,7656,0,0,1,0,0,0,0,1,1,11,87.43055556,0,240,1
2017-11-30,7657,0,0,1,1,1,0,0,1,2,9,129.9305556,0,2370,0
2018-01-31,7658,1,0,0,0,0,0,0,1,1,13,0,0,1710,1
2018-10-31,7659,0,1,1,0,1,0,0,1,2,17,121.4583333,0,1290,0
2018-07-31,7660,0,0,0,0,0,0,0,1,1,5,0,0,2550,1
2017-10-31,7661,1,0,1,0,0,0,0,1,1,13,131.1111111,0,2230,1
2018-07-31,7662,0,0,0,0,0,0,0,1,2,9,0,0,100,0
2018-06-30,7663,0,1,1,1,0,0,0,1,1,8,158.75,0,860,1
2018-09-30,7664,0,0,0,0,1,0,1,1,2,11,0,0,1080,0
2018-09-30,7665,0,0,0,0,1,0,0,1,3,9,0,0,2730,0
2018-09-30,7666,0,0,0,1,1,1,0,1,3,14,0,22958.33333,2060,0
2018-04-30,7667,0,1,1,1,0,1,0,1,2,15,147.7777778,27791.66667,1300,0
2018-01-31,7668,0,0,0,0,1,0,0,1,2,14,0,0,2340,0
2018-09-30,7669,0,0,0,1,0,0,0,1,1,22,0,0,1990,1
2017-12-31,7670,0,0,1,1,0,0,0,1,1,17,174.0972222,0,2040,1
2018-01-31,7671,0,0,0,1,0,0,0,1,1,4,0,0,3280,1
2018-06-30,7672,0,0,1,0,0,0,0,0,1,14,147.9861111,0,,1
2018-08-31,7673,0,0,0,1,0,0,0,1,1,14,0,0,1370,1
2018-09-30,7674,0,0,1,1,0,0,0,1,1,9,164.7916667,0,2910,1
2018-06-30,7675,0,0,0,0,0,0,0,1,1,13,0,0,2310,1
2017-10-31,7676,0,0,0,1,0,0,0,1,1,11,0,0,1170,1
2017-11-30,7677,0,0,1,0,0,0,0,1,1,4,170.0694444,0,1260,1
2018-04-30,7678,0,0,0,0,0,1,0,1,2,3,0,10583.33333,2670,0
2017-12-31,7679,0,0,1,0,1,0,0,1,2,3,152.5,0,2400,0
2018-04-30,7680,0,0,0,0,1,0,0,1,2,10,0,0,970,0
2017-11-30,7681,0,0,0,0,1,1,0,1,3,9,0,24000,2050,0
2018-05-31,7682,0,1,0,1,0,1,0,1,2,4,0,14208.33333,4270,0
2018-10-31,7683,0,0,1,1,1,0,0,1,2,11,137.0833333,0,2980,0
2018-05-31,7684,0,0,1,1,0,0,0,1,1,12,147.2222222,0,1430,1
2018-07-31,7685,0,0,0,1,0,0,0,1,1,14,0,0,2820,1
2018-02-28,7686,0,0,1,1,0,1,0,1,2,3,107.0138889,22333.33333,3320,0
2018-02-28,7687,1,0,0,0,0,0,0,1,1,7,0,0,2310,1
2018-03-31,7688,0,0,0,0,0,0,0,1,1,0,0,0,3640,1
2018-06-30,7689,1,1,1,0,0,1,0,1,2,15,134.4444444,19291.66667,2340,0
2018-05-31,7690,0,0,1,0,0,0,1,1,1,12,182.1527778,0,1360,1
2018-09-30,7691,0,1,0,1,1,0,0,1,2,0,0,0,4230,0
2018-02-28,7692,0,0,0,0,1,0,0,1,2,13,0,0,1150,0
2018-08-31,7693,0,1,0,0,0,1,0,1,2,6,0,15916.66667,2500,0
2018-07-31,7694,0,0,0,1,0,1,0,1,2,13,0,22125,3660,0
2018-02-28,7695,0,1,1,0,0,0,0,1,1,11,160.6944444,0,2840,1
2018-10-31,7696,0,0,0,1,1,0,0,1,2,10,0,0,2460,0
2018-02-28,7697,0,1,0,1,1,1,1,1,3,14,0,19791.66667,120,0
2018-02-28,7698,0,0,0,0,1,0,0,1,2,10,0,0,2060,0
2017-12-31,7699,0,0,0,0,0,0,0,1,1,12,0,0,3670,1
2018-02-28,7700,0,1,0,0,1,0,1,0,3,7,0,0,,0
2018-02-28,7701,0,0,1,1,0,0,0,0,1,11,166.875,0,,1
2017-11-30,7702,1,0,0,0,0,0,0,1,1,7,0,0,1630,1
2017-11-30,7703,1,1,1,1,0,0,0,1,1,11,158.75,0,430,1
2018-06-30,7704,0,0,1,0,0,0,0,1,3,5,120.5555556,0,3600,0
2018-03-31,7705,0,0,1,0,0,0,0,1,1,21,152.2916667,0,100,1
2017-11-30,7706,0,0,0,0,0,1,0,1,2,12,0,19666.66667,770,0
2017-10-31,7707,0,1,1,0,1,1,0,1,3,7,136.9444444,11958.33333,730,0
2017-10-31,7708,0,0,1,1,0,0,0,1,1,24,103.6805556,0,1870,1
2018-06-30,7709,0,0,0,0,1,0,0,1,2,14,0,0,1070,0
2018-03-31,7710,0,0,0,1,0,0,0,1,1,18,0,0,2730,1
2017-10-31,7711,0,0,0,1,1,0,0,1,2,3,0,0,1590,0
2018-01-31,7712,0,0,0,0,0,0,0,1,1,9,0,0,810,1
2018-05-31,7713,0,1,1,0,0,0,0,1,1,9,144.9305556,0,2590,1
2018-08-31,7714,1,0,1,1,0,0,0,1,1,6,106.25,0,2540,1
2018-10-31,7715,0,1,0,0,0,0,0,1,4,8,0,0,3130,0
2017-11-30,7716,1,0,1,1,1,0,0,1,2,12,117.4305556,0,3430,0
2017-12-31,7717,0,1,1,1,1,0,0,1,2,13,112.5,0,1800,0
2018-09-30,7718,0,0,1,0,1,0,0,1,2,8,113.75,0,3700,0
2018-01-31,7719,0,1,0,0,1,0,0,1,2,2,0,0,1630,0
2018-07-31,7720,0,1,0,0,0,1,0,1,2,10,0,20208.33333,1020,0
2018-02-28,7721,0,0,1,0,1,0,0,1,2,7,96.18055556,0,1800,0
2018-10-31,7722,0,0,0,0,0,0,1,1,1,12,0,0,2970,1
2018-02-28,7723,0,0,0,0,1,0,0,1,2,0,0,0,1490,0
2018-01-31,7724,0,0,1,0,1,1,0,1,3,8,133.6111111,22958.33333,1890,0
2018-03-31,7725,0,0,1,0,0,0,0,1,2,15,123.2638889,0,4640,0
2018-05-31,7726,0,1,0,1,0,0,1,1,1,13,0,0,1890,1
2018-06-30,7727,0,1,1,0,0,0,0,1,1,6,146.7361111,0,3330,1
2018-07-31,7728,0,1,0,0,0,0,0,1,1,8,0,0,2100,1
2018-02-28,7729,0,1,0,1,1,0,0,1,2,10,0,0,2920,0
2018-07-31,7730,0,1,0,0,1,1,1,1,3,12,0,22291.66667,2280,0
2018-09-30,7731,0,0,1,0,1,0,0,1,2,4,111.8055556,0,2370,0
2018-03-31,7732,0,0,0,1,1,0,0,1,2,8,0,0,1690,0
2018-05-31,7733,0,1,0,0,1,0,0,1,2,9,0,0,1050,0
2017-10-31,7734,0,0,0,1,0,0,0,1,2,5,0,0,1800,0
2018-03-31,7735,0,1,1,0,0,0,0,1,1,19,108.75,0,1210,1
2018-05-31,7736,0,0,0,1,0,0,0,1,1,3,0,0,1510,1
2018-04-30,7737,0,0,1,0,1,0,0,1,2,20,149.0972222,0,3260,0
2018-10-31,7738,0,0,1,1,0,0,0,1,3,9,133.1944444,0,3540,0
2018-06-30,7739,0,0,0,1,0,0,0,0,3,20,0,0,,0
2018-06-30,7740,0,0,1,1,0,0,0,1,1,17,156.25,0,1410,1
2018-09-30,7741,0,0,0,1,0,0,0,1,1,6,0,0,2290,1
2017-11-30,7742,1,0,0,0,1,1,0,1,3,7,0,20875,2160,0
2017-11-30,7743,0,0,1,1,1,1,0,1,3,14,154.7916667,24250,2570,0
2018-09-30,7744,0,0,0,1,0,0,0,1,1,21,0,0,2310,1
2017-12-31,7745,0,1,1,0,0,1,0,1,2,8,150.2083333,23583.33333,3750,0
2017-10-31,7746,0,0,0,0,0,1,0,1,2,7,0,12041.66667,1470,0
2018-10-31,7747,0,1,1,0,1,0,0,1,2,4,108.4027778,0,2510,0
2018-04-30,7748,0,0,0,1,1,1,0,1,3,20,0,20458.33333,2040,0
2018-03-31,7749,1,1,0,0,0,1,0,1,2,10,0,28708.33333,2030,0
2018-01-31,7750,0,0,0,0,0,0,0,1,1,12,0,0,240,1
2018-02-28,7751,0,0,0,0,1,0,0,1,2,20,0,0,1370,0
2018-05-31,7752,0,0,0,0,0,0,0,1,1,4,0,0,890,1
2017-10-31,7753,0,0,0,0,0,0,0,1,1,2,0,0,2100,1
2017-10-31,7754,0,0,1,1,0,0,0,1,1,1,165.9027778,0,230,1
2017-12-31,7755,0,0,0,1,0,0,0,1,1,15,0,0,1820,1
2018-01-31,7756,0,0,1,1,1,0,0,1,2,12,169.7916667,0,1750,0
2017-12-31,7757,0,1,1,0,1,0,0,1,2,5,140.9722222,0,1720,0
2018-10-31,7758,0,1,0,0,1,1,0,1,3,12,0,15416.66667,2130,0
2017-10-31,7759,0,1,1,0,0,1,0,1,2,8,186.1805556,20791.66667,1780,0
2018-02-28,7760,0,1,1,1,0,0,0,1,3,6,158.8194444,0,3370,0
2018-05-31,7761,0,0,1,1,1,0,0,1,2,1,83.40277778,0,870,0
2018-03-31,7762,0,0,1,1,0,1,0,1,2,17,164.7916667,20666.66667,1690,0
2018-01-31,7763,0,0,0,1,0,1,0,1,2,14,0,15583.33333,1770,0
2018-03-31,7764,0,0,1,0,0,0,0,1,1,11,94.93055556,0,690,1
2018-05-31,7765,0,0,0,0,0,1,0,1,2,16,0,23916.66667,4670,0
2018-10-31,7766,0,0,1,0,0,0,0,1,2,11,192.7777778,0,1010,0
2018-03-31,7767,0,0,0,0,0,0,0,1,1,5,0,0,2880,1
2018-03-31,7768,0,0,0,0,0,0,0,1,1,20,0,0,1820,1
2018-03-31,7769,0,1,0,0,0,0,0,1,1,8,0,0,2570,1
2018-08-31,7770,0,0,1,1,1,0,0,1,3,17,109.7222222,0,180,0
2017-12-31,7771,0,0,0,1,1,0,0,1,3,18,0,0,2830,0
2018-01-31,7772,0,0,0,1,0,0,0,1,1,2,0,0,2600,1
2018-09-30,7773,0,0,0,0,0,1,0,1,2,4,0,8291.666667,860,0
2018-05-31,7774,0,0,0,0,1,1,0,1,3,9,0,22833.33333,2870,0
2017-10-31,7775,0,0,0,1,0,0,0,1,2,16,0,0,1950,0
2018-02-28,7776,0,1,0,1,1,0,0,1,2,12,0,0,2400,0
2018-02-28,7777,0,0,0,0,0,0,0,1,1,0,0,0,3060,1
2018-09-30,7778,0,0,0,1,0,0,0,1,1,11,0,0,1930,1
2018-09-30,7779,1,0,1,0,0,0,1,1,1,10,140.0694444,0,3390,1
2018-05-31,7780,0,0,0,0,1,0,0,1,2,17,0,0,1610,0
2018-09-30,7781,0,0,1,0,0,0,0,1,1,7,119.8611111,0,1990,1
2018-07-31,7782,0,0,0,0,0,0,0,1,1,9,0,0,1890,1
2018-03-31,7783,0,1,1,0,0,1,0,1,2,6,155.4861111,31666.66667,1010,0
2017-10-31,7784,0,0,1,1,0,0,1,1,2,11,165.3472222,0,1580,0
2018-04-30,7785,0,1,1,1,0,1,0,1,2,18,120.3472222,22708.33333,270,0
2017-12-31,7786,1,1,1,0,0,0,0,1,1,15,154.9305556,0,700,1
2017-12-31,7787,0,0,0,1,1,0,0,1,2,8,0,0,2200,0
2017-12-31,7788,0,0,1,0,1,0,0,1,2,0,148.4722222,0,4090,0
2018-03-31,7789,0,0,0,0,0,0,0,1,1,22,0,0,1650,1
2018-02-28,7790,0,0,1,0,0,0,0,1,1,5,136.5277778,0,2260,1
2018-02-28,7791,0,1,0,0,0,0,0,1,1,19,0,0,2070,1
2018-09-30,7792,1,0,0,1,1,0,0,0,1,9,0,0,,1
2017-10-31,7793,0,0,0,0,1,0,0,1,2,23,0,0,2690,0
2017-11-30,7794,0,0,0,0,0,0,1,1,1,10,0,0,2040,1
2018-06-30,7795,0,0,1,1,0,0,0,1,1,3,158.6111111,0,1730,1
2018-04-30,7796,0,0,0,0,0,1,0,1,2,7,0,7791.666667,2860,0
2018-09-30,7797,0,0,0,1,1,0,0,0,2,11,0,0,,0
2018-10-31,7798,0,0,0,0,0,1,0,1,2,24,0,24583.33333,2070,0
2017-10-31,7799,1,0,1,1,0,0,0,0,1,15,165,0,,1
2018-04-30,7800,0,0,1,1,1,0,0,1,3,10,108.3333333,0,2200,0
2018-10-31,7801,0,0,0,0,1,0,0,1,2,13,0,0,2220,0
2018-04-30,7802,0,1,0,0,0,0,1,1,1,12,0,0,610,1
2017-12-31,7803,1,0,1,0,1,0,1,1,2,11,164.9305556,0,680,0
2018-03-31,7804,0,0,0,0,1,0,0,1,2,7,0,0,3070,0
2018-04-30,7805,0,0,1,0,0,0,1,1,1,6,127.5,0,2880,1
2018-06-30,7806,0,0,1,0,1,0,1,1,2,10,101.3194444,0,4090,0
2018-01-31,7807,0,1,0,1,1,0,0,1,2,18,0,0,2930,0
2018-09-30,7808,0,0,1,0,0,0,0,1,2,12,161.875,0,330,0
2018-05-31,7809,0,0,1,0,1,0,0,1,2,6,108.5416667,0,1170,0
2018-08-31,7810,0,0,0,0,0,0,0,1,1,12,0,0,2510,1
2018-09-30,7811,0,0,1,0,0,1,0,1,2,15,136.1805556,12166.66667,3370,0
2017-11-30,7812,0,0,1,1,0,0,1,1,1,11,134.0972222,0,1920,1
2018-04-30,7813,0,0,0,0,0,1,0,1,2,12,0,22000,2430,0
2018-10-31,7814,0,0,0,1,0,0,0,1,1,4,0,0,1490,1
2017-12-31,7815,0,0,0,0,0,0,0,1,1,9,0,0,1620,1
2018-03-31,7816,0,0,1,0,0,0,0,1,1,10,153.75,0,1150,1
2017-12-31,7817,0,0,0,0,0,0,1,1,1,10,0,0,2660,1
2018-04-30,7818,0,0,1,0,1,0,0,1,2,12,151.4583333,0,940,0
2018-09-30,7819,0,0,0,1,1,0,0,0,1,12,0,0,,1
2018-02-28,7820,0,0,1,0,1,0,0,1,2,12,153.1944444,0,2320,0
2017-11-30,7821,0,0,0,0,1,0,0,1,2,7,0,0,1280,0
2018-04-30,7822,0,0,0,0,1,0,0,1,2,10,0,0,1100,0
2018-02-28,7823,0,1,0,1,1,0,0,1,2,4,0,0,2460,0
2018-03-31,7824,0,0,0,0,0,0,0,1,2,11,0,0,1900,0
2018-05-31,7825,0,0,1,0,0,0,0,1,1,17,177.9861111,0,1020,1
2018-01-31,7826,0,1,0,0,1,0,0,1,2,10,0,0,2920,0
2018-08-31,7827,0,0,1,1,0,1,0,1,2,17,148.4722222,11166.66667,730,0
2018-04-30,7828,0,1,1,1,0,0,0,1,1,17,123.0555556,0,1780,1
2017-12-31,7829,0,0,0,0,0,0,0,1,1,8,0,0,2760,1
2018-07-31,7830,0,0,0,0,0,0,0,1,1,15,0,0,3210,1
2018-08-31,7831,0,1,0,1,1,0,0,1,2,10,0,0,2980,0
2017-12-31,7832,0,1,0,0,0,0,0,1,3,15,0,0,2340,0
2018-10-31,7833,0,0,1,0,0,0,0,1,1,19,97.70833333,0,1520,1
2017-12-31,7834,0,1,0,0,1,0,0,1,2,10,0,0,530,0
2017-11-30,7835,0,0,1,0,1,0,0,0,1,8,145.9722222,0,,1
2018-06-30,7836,0,0,0,0,0,0,0,1,1,14,0,0,660,1
2018-02-28,7837,0,0,1,0,0,1,0,1,2,8,119.0972222,26208.33333,250,0
2018-03-31,7838,0,0,1,1,0,1,0,1,2,12,147.7083333,30541.66667,2650,0
2017-10-31,7839,0,0,0,0,1,1,0,1,3,14,0,14125,1640,0
2018-05-31,7840,0,0,0,0,1,0,0,1,2,16,0,0,880,0
2018-01-31,7841,0,1,0,1,0,0,0,1,1,17,0,0,570,1
2017-11-30,7842,0,0,1,0,0,0,0,1,1,4,127.7777778,0,100,1
2018-04-30,7843,0,0,0,1,0,1,0,1,2,15,0,14375,2790,0
2018-08-31,7844,0,0,1,0,0,0,0,1,1,0,172.4305556,0,1590,1
2017-10-31,7845,0,1,0,1,0,0,0,0,1,16,0,0,,1
2018-08-31,7846,0,0,1,1,1,0,0,1,2,15,112.1527778,0,180,0
2017-12-31,7847,0,1,1,0,0,0,0,1,3,9,101.875,0,460,0
2018-08-31,7848,0,0,0,0,0,1,0,1,2,13,0,24750,2820,0
2018-05-31,7849,0,0,0,0,0,0,0,1,1,16,0,0,3840,1
2017-10-31,7850,0,1,1,1,0,1,0,1,2,4,134.9305556,24833.33333,1140,0
2018-10-31,7851,0,1,0,0,1,0,0,0,1,7,0,0,,1
2018-08-31,7852,0,1,0,0,0,0,1,1,1,8,0,0,2980,1
2018-07-31,7853,0,1,0,0,0,1,0,1,2,18,0,19500,1560,0
2018-09-30,7854,1,0,0,0,0,1,0,1,2,15,0,31250,840,0
2018-09-30,7855,0,0,1,0,0,0,0,1,2,4,114.0277778,0,1870,0
2018-02-28,7856,1,0,1,1,1,0,1,1,2,12,183.8888889,0,1230,0
2017-12-31,7857,0,1,0,0,1,0,0,1,4,8,0,0,2270,0
2018-07-31,7858,0,0,0,1,0,0,0,1,1,8,0,0,2110,1
2017-11-30,7859,0,0,0,0,0,0,1,1,1,16,0,0,1780,1
2018-01-31,7860,0,0,1,0,1,0,0,1,2,12,133.8194444,0,1560,0
2018-08-31,7861,0,0,1,1,1,0,0,1,2,9,121.8055556,0,2600,0
2017-12-31,7862,0,0,1,1,1,0,0,1,2,4,117.1527778,0,930,0
2017-12-31,7863,0,0,1,0,1,0,0,1,2,9,177.1527778,0,3620,0
2018-04-30,7864,0,0,0,1,0,1,0,1,2,11,0,19333.33333,1730,0
2018-03-31,7865,0,0,0,1,0,0,0,1,1,19,0,0,3430,1
2018-04-30,7866,0,0,0,0,0,1,0,1,3,7,0,17916.66667,830,0
2018-01-31,7867,0,0,0,0,1,0,0,1,2,1,0,0,560,0
2018-03-31,7868,0,0,0,0,0,0,0,1,1,13,0,0,1340,1
2018-01-31,7869,0,0,1,0,1,0,0,1,2,15,142.7777778,0,4370,0
2018-04-30,7870,0,0,1,1,1,1,1,1,3,9,144.3055556,12208.33333,1250,0
2017-12-31,7871,0,0,1,0,0,1,0,1,2,12,147.7777778,26958.33333,2730,0
2018-01-31,7872,0,1,0,0,0,0,0,1,2,0,0,0,2830,0
2017-10-31,7873,0,0,0,0,1,0,0,1,2,6,0,0,2290,0
2017-12-31,7874,0,0,1,0,0,0,0,1,1,9,141.0416667,0,3720,1
2018-05-31,7875,0,0,0,0,0,0,0,1,3,0,0,0,1880,0
2017-10-31,7876,0,0,0,1,0,0,0,1,2,9,0,0,2490,0
2018-04-30,7877,0,0,1,0,0,1,0,1,2,15,140.9722222,25333.33333,1420,0
2018-08-31,7878,0,0,0,0,0,1,0,1,2,7,0,12333.33333,100,0
2018-10-31,7879,0,0,1,0,0,0,0,1,1,3,131.3888889,0,3190,1
2018-09-30,7880,1,1,0,0,0,0,0,1,1,16,0,0,1560,1
2017-12-31,7881,1,0,0,0,1,0,0,1,2,15,0,0,350,0
2018-06-30,7882,0,0,0,0,0,0,0,1,1,5,0,0,1760,1
2018-05-31,7883,0,0,0,1,1,0,0,1,4,5,0,0,2050,0
2018-08-31,7884,0,1,1,0,0,0,0,1,1,11,124.1666667,0,2730,1
2018-08-31,7885,0,0,1,0,0,0,0,1,1,7,196.5972222,0,850,1
2018-06-30,7886,0,0,0,0,0,0,0,1,1,2,0,0,2210,1
2018-10-31,7887,0,0,1,0,1,0,0,1,2,14,118.4722222,0,1340,0
2017-10-31,7888,0,1,1,0,1,0,0,1,2,13,130.8333333,0,230,0
2018-10-31,7889,0,0,0,0,0,0,0,1,1,10,0,0,1410,1
2018-05-31,7890,0,0,0,1,0,1,0,1,2,12,0,23750,2580,0
2018-10-31,7891,0,0,0,0,1,0,1,1,2,7,0,0,900,0
2017-12-31,7892,0,0,0,1,0,0,0,1,1,6,0,0,2030,1
2018-03-31,7893,0,0,0,0,0,0,0,1,2,4,0,0,2420,0
2017-12-31,7894,0,0,0,0,0,0,0,1,1,4,0,0,100,1
2018-04-30,7895,0,0,0,1,0,0,0,0,1,11,0,0,,1
2018-02-28,7896,1,1,0,0,0,1,0,1,5,12,0,21875,690,0
2018-02-28,7897,1,0,1,0,1,0,0,0,3,11,105.8333333,0,,0
2018-06-30,7898,0,0,0,0,0,0,0,1,1,11,0,0,1120,1
2018-09-30,7899,0,1,0,0,0,1,0,1,2,11,0,20041.66667,1470,0
2017-10-31,7900,0,0,0,0,0,0,0,1,1,10,0,0,3160,1
2017-12-31,7901,0,1,1,1,1,0,0,1,2,12,158.9583333,0,1830,0
2018-08-31,7902,0,0,0,0,0,0,0,1,1,20,0,0,1420,1
2018-09-30,7903,0,1,1,1,1,0,0,1,4,10,146.8055556,0,2070,0
2018-03-31,7904,0,0,0,1,1,0,1,1,2,6,0,0,3440,0
2018-08-31,7905,0,0,1,0,0,0,0,1,1,10,98.33333333,0,4210,1
2018-07-31,7906,0,1,1,0,0,0,1,1,1,4,152.9861111,0,2560,1
2018-10-31,7907,1,0,1,0,1,0,0,1,2,12,149.8611111,0,510,0
2018-01-31,7908,0,0,0,0,0,0,0,0,1,7,0,0,,1
2017-12-31,7909,0,0,0,0,1,0,0,1,2,14,0,0,4000,0
2018-04-30,7910,0,1,1,0,0,0,0,0,3,2,123.9583333,0,,0
2017-11-30,7911,0,1,0,1,0,0,0,1,1,9,0,0,2050,1
2018-09-30,7912,0,0,0,0,1,0,0,1,2,14,0,0,930,0
2018-04-30,7913,0,0,1,0,0,0,1,1,1,12,162.9166667,0,2950,1
2018-09-30,7914,0,1,1,1,0,0,1,0,3,13,118.6805556,0,,0
2018-04-30,7915,0,0,1,1,1,0,0,1,2,18,165.3472222,0,1700,0
2017-10-31,7916,1,0,0,1,1,0,0,1,2,7,0,0,1450,0
2017-10-31,7917,0,1,0,0,0,0,0,1,1,10,0,0,2600,1
2018-03-31,7918,0,0,1,0,0,0,0,1,1,17,145.5555556,0,700,1
2018-04-30,7919,0,0,1,1,0,0,0,1,1,11,119.2361111,0,2360,1
2018-08-31,7920,0,0,1,0,0,0,0,1,1,14,103.8194444,0,1370,1
2018-10-31,7921,0,0,0,0,0,1,1,1,3,11,0,27208.33333,1540,0
2018-06-30,7922,0,0,0,0,1,0,0,1,2,11,0,0,100,0
2017-11-30,7923,0,0,0,0,0,0,0,1,1,4,0,0,2560,1
2018-10-31,7924,0,1,1,0,0,0,0,0,5,18,95.34722222,0,,0
2018-08-31,7925,0,0,0,1,0,0,0,1,3,21,0,0,2810,0
2017-12-31,7926,0,0,1,0,1,0,0,1,2,16,108.3333333,0,2120,0
2017-12-31,7927,0,0,1,1,0,0,0,1,1,6,146.875,0,1970,1
2018-08-31,7928,0,0,0,0,1,0,0,0,3,12,0,0,,0
2018-08-31,7929,0,0,0,0,1,0,0,1,2,15,0,0,880,0
2017-10-31,7930,0,0,0,0,0,1,1,1,2,17,0,17083.33333,4170,0
2018-03-31,7931,0,0,0,1,0,0,0,1,1,7,0,0,3520,1
2018-03-31,7932,0,0,1,0,1,0,0,1,2,3,134.7222222,0,2800,0
2017-11-30,7933,0,0,0,1,0,0,0,1,1,7,0,0,2290,1
2018-01-31,7934,0,0,0,1,1,0,0,1,2,11,0,0,2440,0
2018-04-30,7935,0,0,1,1,1,1,0,1,3,17,123.6111111,17666.66667,2280,0
2018-07-31,7936,0,0,1,0,0,1,0,1,2,7,90.625,21750,2120,0
2018-04-30,7937,0,0,0,0,0,1,0,0,1,15,0,14916.66667,,1
2017-11-30,7938,0,0,0,0,1,0,0,1,2,12,0,0,1540,0
2017-10-31,7939,0,0,1,0,0,0,0,1,1,2,125.5555556,0,2380,1
2017-10-31,7940,0,0,0,0,1,0,0,1,2,16,0,0,1520,0
2018-09-30,7941,0,1,0,0,1,0,0,0,1,20,0,0,,1
2018-06-30,7942,0,1,1,1,0,0,1,1,1,5,153.4722222,0,2320,1
2018-08-31,7943,0,1,1,0,1,1,0,1,3,4,202.2916667,14625,2300,0
2018-09-30,7944,0,1,0,1,1,0,0,1,2,4,0,0,3510,0
2018-05-31,7945,0,0,0,0,0,0,1,1,1,6,0,0,1270,1
2018-08-31,7946,0,1,1,0,1,1,0,1,3,12,162.7083333,25791.66667,440,0
2018-04-30,7947,0,0,1,1,1,0,1,1,3,13,139.5138889,0,2370,0
2018-09-30,7948,0,0,1,1,0,0,0,1,1,14,123.75,0,2240,1
